id_transaccion,id_cliente_origen,id_cliente_destino,tipo_transaccion,monto,fecha_hora,etiqueta_lavado
TX-0009803,CLI-01504,SISTEMA,SPEI_RECIBIDO,15458.33,2026-05-21 22:55:22,0
TX-0030960,CLI-04764,CLI-02041,SPEI_ENVIADO,12429.62,2026-05-21 22:55:22,0
TX-0010298,CLI-01582,CLI-03457,SPEI_ENVIADO,548.22,2026-05-21 22:56:22,0
TX-0004915,CLI-00760,SISTEMA,SPEI_RECIBIDO,454.83,2026-05-21 22:57:22,0
TX-0017576,CLI-02722,CLI-00890,SPEI_ENVIADO,1778.66,2026-05-21 22:59:22,0
TX-0022687,CLI-03506,SISTEMA,COMPRA_TARJETA,6466.29,2026-05-21 22:59:22,0
TX-0032492,CLI-04991,SISTEMA,DEPOSITO_EFECTIVO,1219.4,2026-05-21 22:59:22,0
TX-0001470,CLI-00220,SISTEMA,RETIRO_CAJERO,2125.61,2026-05-21 23:00:22,0
TX-0013223,CLI-02045,CLI-02252,SPEI_ENVIADO,6729.65,2026-05-21 23:03:22,0
TX-0028394,CLI-04369,CLI-03323,SPEI_ENVIADO,25777.9,2026-05-21 23:08:22,0
TX-0003083,CLI-00469,CLI-03993,SPEI_ENVIADO,73570.37,2026-05-21 23:12:22,0
TX-0025609,CLI-03951,SISTEMA,RETIRO_CAJERO,8976.79,2026-05-21 23:12:22,0
TX-0017282,CLI-02678,SISTEMA,RETIRO_CAJERO,307.49,2026-05-21 23:13:22,0
TX-0013002,CLI-02011,CLI-01343,SPEI_ENVIADO,468.81,2026-05-21 23:14:22,0
TX-0015300,CLI-02371,SISTEMA,COMPRA_TARJETA,1721.33,2026-05-21 23:15:22,0
TX-0022396,CLI-03461,SISTEMA,DEPOSITO_EFECTIVO,1139.84,2026-05-21 23:16:22,0
TX-0007965,CLI-01225,SISTEMA,DEPOSITO_EFECTIVO,836.79,2026-05-21 23:17:22,0
TX-0026091,CLI-04023,SISTEMA,RETIRO_CAJERO,473.9,2026-05-21 23:20:22,0
TX-0010695,CLI-01647,SISTEMA,SPEI_RECIBIDO,1815.82,2026-05-21 23:20:22,0
TX-0012940,CLI-02001,CLI-00502,SPEI_ENVIADO,22303.4,2026-05-21 23:21:22,0
TX-0020635,CLI-03196,SISTEMA,DEPOSITO_EFECTIVO,2580.57,2026-05-21 23:24:22,0
TX-0017744,CLI-02746,SISTEMA,COMPRA_TARJETA,2511.21,2026-05-21 23:25:22,0
TX-0010206,CLI-01568,SISTEMA,RETIRO_CAJERO,7421.18,2026-05-21 23:28:22,0
TX-0028129,CLI-04331,SISTEMA,COMPRA_TARJETA,758.44,2026-05-21 23:32:22,0
TX-0006227,CLI-00958,SISTEMA,COMPRA_TARJETA,2744.05,2026-05-21 23:35:22,0
TX-0012561,CLI-01938,SISTEMA,SPEI_RECIBIDO,2769.81,2026-05-21 23:36:22,0
TX-0026622,CLI-04099,SISTEMA,COMPRA_TARJETA,18124.8,2026-05-21 23:37:22,0
TX-0014888,CLI-02311,SISTEMA,SPEI_RECIBIDO,726.59,2026-05-21 23:40:22,0
TX-0010044,CLI-01543,SISTEMA,DEPOSITO_EFECTIVO,52898.38,2026-05-21 23:42:22,0
TX-0001105,CLI-00166,SISTEMA,COMPRA_TARJETA,2887.41,2026-05-21 23:44:22,0
TX-0020848,CLI-03228,SISTEMA,SPEI_RECIBIDO,267.5,2026-05-21 23:44:22,0
TX-0005486,CLI-00841,SISTEMA,SPEI_RECIBIDO,447.52,2026-05-21 23:45:22,0
TX-0026677,CLI-04106,SISTEMA,RETIRO_CAJERO,900.46,2026-05-21 23:45:22,0
TX-0016157,CLI-02501,SISTEMA,RETIRO_CAJERO,1576.19,2026-05-21 23:45:22,0
TX-0001345,CLI-00203,SISTEMA,DEPOSITO_EFECTIVO,1272.93,2026-05-21 23:46:22,0
TX-0016925,CLI-02621,CLI-02930,SPEI_ENVIADO,304.03,2026-05-21 23:46:22,0
TX-0001924,CLI-00288,SISTEMA,DEPOSITO_EFECTIVO,2909.58,2026-05-21 23:47:22,0
TX-0008619,CLI-01324,SISTEMA,DEPOSITO_EFECTIVO,29417.5,2026-05-21 23:47:22,0
TX-0018080,CLI-02797,CLI-01926,SPEI_ENVIADO,3072.15,2026-05-21 23:52:22,0
TX-0018579,CLI-02873,CLI-03977,SPEI_ENVIADO,7524.12,2026-05-21 23:53:22,0
TX-0008057,CLI-01241,SISTEMA,RETIRO_CAJERO,10438.57,2026-05-21 23:57:22,0
TX-0007281,CLI-01125,SISTEMA,COMPRA_TARJETA,900.63,2026-05-21 23:57:22,0
TX-0013441,CLI-02082,CLI-02102,SPEI_ENVIADO,6637.78,2026-05-21 23:59:22,0
TX-0017285,CLI-02679,SISTEMA,DEPOSITO_EFECTIVO,8109.83,2026-05-22 00:02:22,0
TX-0019298,CLI-02989,SISTEMA,COMPRA_TARJETA,619.34,2026-05-22 00:06:22,0
TX-0008494,CLI-01304,SISTEMA,COMPRA_TARJETA,6038.47,2026-05-22 00:07:22,0
TX-0027710,CLI-04269,SISTEMA,DEPOSITO_EFECTIVO,2009.5,2026-05-22 00:08:22,0
TX-0007378,CLI-01139,CLI-01995,SPEI_ENVIADO,4570.1,2026-05-22 00:09:22,0
TX-0018846,CLI-02915,SISTEMA,SPEI_RECIBIDO,10806.3,2026-05-22 00:10:22,0
TX-0027646,CLI-04260,SISTEMA,DEPOSITO_EFECTIVO,5003.5,2026-05-22 00:10:22,0
TX-0015774,CLI-02441,SISTEMA,COMPRA_TARJETA,5166.24,2026-05-22 00:11:22,0
TX-0015188,CLI-02351,SISTEMA,RETIRO_CAJERO,7851.78,2026-05-22 00:11:22,0
TX-0027473,CLI-04236,SISTEMA,DEPOSITO_EFECTIVO,4542.45,2026-05-22 00:13:22,0
TX-0005013,CLI-00775,CLI-02942,SPEI_ENVIADO,8434.88,2026-05-22 00:13:22,0
TX-0008608,CLI-01322,SISTEMA,COMPRA_TARJETA,37007.64,2026-05-22 00:14:22,0
TX-0027212,CLI-04195,CLI-03132,SPEI_ENVIADO,528.58,2026-05-22 00:16:22,0
TX-0030739,CLI-04730,CLI-02654,SPEI_ENVIADO,21300.78,2026-05-22 00:18:22,0
TX-0011448,CLI-01765,SISTEMA,SPEI_RECIBIDO,3229.86,2026-05-22 00:22:22,0
TX-0014653,CLI-02271,SISTEMA,RETIRO_CAJERO,217.59,2026-05-22 00:22:22,0
TX-0012769,CLI-01971,SISTEMA,RETIRO_CAJERO,4548.54,2026-05-22 00:28:22,0
TX-0010591,CLI-01628,SISTEMA,DEPOSITO_EFECTIVO,128.13,2026-05-22 00:28:22,0
TX-0032284,CLI-04959,SISTEMA,RETIRO_CAJERO,1718.61,2026-05-22 00:29:22,0
TX-0022436,CLI-03466,CLI-02686,SPEI_ENVIADO,4793.84,2026-05-22 00:30:22,0
TX-0022677,CLI-03504,CLI-04780,SPEI_ENVIADO,577.53,2026-05-22 00:30:22,0
TX-0026480,CLI-04077,SISTEMA,SPEI_RECIBIDO,316.09,2026-05-22 00:31:22,0
TX-0001087,CLI-00164,SISTEMA,DEPOSITO_EFECTIVO,3102.85,2026-05-22 00:35:22,0
TX-0004311,CLI-00659,CLI-00299,SPEI_ENVIADO,1713.65,2026-05-22 00:35:22,0
TX-0027306,CLI-04211,SISTEMA,RETIRO_CAJERO,4143.13,2026-05-22 00:35:22,0
TX-0013882,CLI-02150,SISTEMA,COMPRA_TARJETA,125.13,2026-05-22 00:36:22,0
TX-0010018,CLI-01540,SISTEMA,DEPOSITO_EFECTIVO,11858.93,2026-05-22 00:36:22,0
TX-0021045,CLI-03256,SISTEMA,RETIRO_CAJERO,6213.43,2026-05-22 00:36:22,0
TX-0028202,CLI-04341,SISTEMA,RETIRO_CAJERO,310.03,2026-05-22 00:39:22,0
TX-0028118,CLI-04329,SISTEMA,SPEI_RECIBIDO,8888.01,2026-05-22 00:41:22,0
TX-0011800,CLI-01820,SISTEMA,DEPOSITO_EFECTIVO,719.33,2026-05-22 00:42:22,0
TX-0000929,CLI-00142,CLI-02410,SPEI_ENVIADO,1176.86,2026-05-22 00:42:22,0
TX-0027976,CLI-04308,SISTEMA,DEPOSITO_EFECTIVO,2255.35,2026-05-22 00:43:22,0
TX-0029518,CLI-04545,SISTEMA,SPEI_RECIBIDO,8409.6,2026-05-22 00:44:22,0
TX-0000595,CLI-00091,SISTEMA,RETIRO_CAJERO,2472.46,2026-05-22 00:44:22,0
TX-0008284,CLI-01274,CLI-00509,SPEI_ENVIADO,10503.33,2026-05-22 00:45:22,0
TX-0030447,CLI-04687,SISTEMA,SPEI_RECIBIDO,3154.73,2026-05-22 00:45:22,0
TX-0009128,CLI-01403,SISTEMA,COMPRA_TARJETA,414.71,2026-05-22 00:49:22,0
TX-0014532,CLI-02253,CLI-04409,SPEI_ENVIADO,4218.98,2026-05-22 00:50:22,0
TX-0025130,CLI-03878,SISTEMA,SPEI_RECIBIDO,3368.95,2026-05-22 00:50:22,0
TX-0022947,CLI-03545,SISTEMA,DEPOSITO_EFECTIVO,462.1,2026-05-22 00:50:22,0
TX-0002059,CLI-00309,CLI-02506,SPEI_ENVIADO,71.42,2026-05-22 00:50:22,0
TX-0005288,CLI-00815,SISTEMA,DEPOSITO_EFECTIVO,2143.27,2026-05-22 00:51:22,0
TX-0015519,CLI-02402,SISTEMA,RETIRO_CAJERO,44654.07,2026-05-22 00:51:22,0
TX-0027256,CLI-04202,SISTEMA,RETIRO_CAJERO,7669.0,2026-05-22 00:53:22,0
TX-0013052,CLI-02020,CLI-01044,SPEI_ENVIADO,4621.08,2026-05-22 00:55:22,0
TX-0008118,CLI-01250,CLI-04020,SPEI_ENVIADO,1744.01,2026-05-22 00:56:22,0
TX-0017965,CLI-02778,SISTEMA,DEPOSITO_EFECTIVO,1230.72,2026-05-22 00:56:22,0
TX-0028310,CLI-04355,SISTEMA,DEPOSITO_EFECTIVO,241.87,2026-05-22 00:58:22,0
TX-0010008,CLI-01538,SISTEMA,COMPRA_TARJETA,287.66,2026-05-22 00:58:22,0
TX-0027573,CLI-04250,CLI-02007,SPEI_ENVIADO,363.39,2026-05-22 00:59:22,0
TX-0030088,CLI-04636,SISTEMA,SPEI_RECIBIDO,1846.61,2026-05-22 01:01:22,0
TX-0006228,CLI-00958,SISTEMA,SPEI_RECIBIDO,3329.37,2026-05-22 01:02:22,0
TX-0011081,CLI-01707,CLI-01766,SPEI_ENVIADO,2856.37,2026-05-22 01:02:22,0
TX-0018311,CLI-02833,SISTEMA,COMPRA_TARJETA,206.53,2026-05-22 01:03:22,0
TX-0006752,CLI-01041,SISTEMA,SPEI_RECIBIDO,194.68,2026-05-22 01:03:22,0
TX-0000892,CLI-00136,SISTEMA,RETIRO_CAJERO,907.16,2026-05-22 01:05:22,0
TX-0007626,CLI-01173,SISTEMA,COMPRA_TARJETA,5699.59,2026-05-22 01:06:22,0
TX-0018146,CLI-02808,CLI-03279,SPEI_ENVIADO,35.78,2026-05-22 01:06:22,0
TX-0005793,CLI-00888,SISTEMA,COMPRA_TARJETA,184.29,2026-05-22 01:07:22,0
TX-0020578,CLI-03188,SISTEMA,COMPRA_TARJETA,30700.21,2026-05-22 01:08:22,0
TX-0021777,CLI-03366,SISTEMA,RETIRO_CAJERO,3324.28,2026-05-22 01:10:22,0
TX-0010791,CLI-01664,SISTEMA,COMPRA_TARJETA,848.67,2026-05-22 01:11:22,0
TX-0007746,CLI-01189,SISTEMA,RETIRO_CAJERO,579.79,2026-05-22 01:12:22,0
TX-0024642,CLI-03802,SISTEMA,COMPRA_TARJETA,164.89,2026-05-22 01:14:22,0
TX-0025163,CLI-03883,SISTEMA,COMPRA_TARJETA,1962.92,2026-05-22 01:15:22,0
TX-0005925,CLI-00912,SISTEMA,SPEI_RECIBIDO,1246.86,2026-05-22 01:16:22,0
TX-0007237,CLI-01118,SISTEMA,RETIRO_CAJERO,1969.8,2026-05-22 01:18:22,0
TX-0022256,CLI-03441,SISTEMA,RETIRO_CAJERO,194.97,2026-05-22 01:22:22,0
TX-0011731,CLI-01810,SISTEMA,DEPOSITO_EFECTIVO,2669.45,2026-05-22 01:23:22,0
TX-0015246,CLI-02360,SISTEMA,RETIRO_CAJERO,853.94,2026-05-22 01:24:22,0
TX-0011893,CLI-01831,CLI-02971,SPEI_ENVIADO,9529.65,2026-05-22 01:27:22,0
TX-0026765,CLI-04121,SISTEMA,COMPRA_TARJETA,3238.12,2026-05-22 01:31:22,0
TX-0006440,CLI-00992,CLI-01652,SPEI_ENVIADO,38353.89,2026-05-22 01:33:22,0
TX-0025681,CLI-03962,SISTEMA,RETIRO_CAJERO,1721.33,2026-05-22 01:34:22,0
TX-0015488,CLI-02397,SISTEMA,DEPOSITO_EFECTIVO,671.13,2026-05-22 01:35:22,0
TX-0013549,CLI-02101,SISTEMA,SPEI_RECIBIDO,779.47,2026-05-22 01:36:22,0
TX-0006964,CLI-01074,CLI-00143,SPEI_ENVIADO,11314.73,2026-05-22 01:36:22,0
TX-0019209,CLI-02975,SISTEMA,COMPRA_TARJETA,141.33,2026-05-22 01:37:22,0
TX-0009574,CLI-01471,SISTEMA,RETIRO_CAJERO,10065.72,2026-05-22 01:38:22,0
TX-0026879,CLI-04141,SISTEMA,RETIRO_CAJERO,4667.53,2026-05-22 01:41:22,0
TX-0007326,CLI-01132,SISTEMA,DEPOSITO_EFECTIVO,2603.13,2026-05-22 01:41:22,0
TX-0029660,CLI-04566,CLI-00813,SPEI_ENVIADO,10539.11,2026-05-22 01:43:22,0
TX-0030414,CLI-04684,SISTEMA,COMPRA_TARJETA,284.22,2026-05-22 01:46:22,0
TX-0031099,CLI-04785,SISTEMA,DEPOSITO_EFECTIVO,4124.12,2026-05-22 01:48:22,0
TX-0008825,CLI-01354,SISTEMA,DEPOSITO_EFECTIVO,8414.54,2026-05-22 01:49:22,0
TX-0002087,CLI-00313,CLI-00895,SPEI_ENVIADO,6725.76,2026-05-22 01:49:22,0
TX-0025794,CLI-03979,SISTEMA,DEPOSITO_EFECTIVO,28036.56,2026-05-22 01:50:22,0
TX-0032419,CLI-04980,CLI-03098,SPEI_ENVIADO,2531.02,2026-05-22 01:51:22,0
TX-0013957,CLI-02160,SISTEMA,RETIRO_CAJERO,134.47,2026-05-22 01:51:22,0
TX-0016600,CLI-02572,CLI-03936,SPEI_ENVIADO,21254.94,2026-05-22 01:51:22,0
TX-0026874,CLI-04140,SISTEMA,RETIRO_CAJERO,2029.69,2026-05-22 01:53:22,0
TX-0028738,CLI-04424,CLI-01442,SPEI_ENVIADO,1458.78,2026-05-22 01:55:22,0
TX-0003468,CLI-00526,SISTEMA,SPEI_RECIBIDO,22360.06,2026-05-22 01:56:22,0
TX-0014782,CLI-02294,CLI-01798,SPEI_ENVIADO,1561.77,2026-05-22 01:57:22,0
TX-0032425,CLI-04980,SISTEMA,SPEI_RECIBIDO,1867.91,2026-05-22 01:58:22,0
TX-0028919,CLI-04452,SISTEMA,DEPOSITO_EFECTIVO,398.43,2026-05-22 01:59:22,0
TX-0019346,CLI-02997,SISTEMA,COMPRA_TARJETA,24229.73,2026-05-22 02:06:22,0
TX-0010985,CLI-01693,SISTEMA,RETIRO_CAJERO,1124.09,2026-05-22 02:08:22,0
TX-0004328,CLI-00662,SISTEMA,RETIRO_CAJERO,3272.75,2026-05-22 02:11:22,0
TX-0027229,CLI-04197,SISTEMA,COMPRA_TARJETA,6132.24,2026-05-22 02:12:22,0
TX-0019317,CLI-02993,SISTEMA,DEPOSITO_EFECTIVO,3122.96,2026-05-22 02:13:22,0
TX-0014773,CLI-02292,CLI-03802,SPEI_ENVIADO,1083.15,2026-05-22 02:14:22,0
TX-0005346,CLI-00823,SISTEMA,RETIRO_CAJERO,6060.27,2026-05-22 02:15:22,0
TX-0028995,CLI-04464,SISTEMA,SPEI_RECIBIDO,4472.9,2026-05-22 02:16:22,0
TX-0018484,CLI-02860,SISTEMA,SPEI_RECIBIDO,406.48,2026-05-22 02:19:22,0
TX-0028120,CLI-04329,SISTEMA,DEPOSITO_EFECTIVO,7585.09,2026-05-22 02:22:22,0
TX-0011466,CLI-01768,SISTEMA,DEPOSITO_EFECTIVO,5069.59,2026-05-22 02:23:22,0
TX-0000886,CLI-00135,SISTEMA,COMPRA_TARJETA,1588.77,2026-05-22 02:24:22,0
TX-0000118,CLI-00018,CLI-02341,SPEI_ENVIADO,10132.6,2026-05-22 02:25:22,0
TX-0010216,CLI-01570,CLI-00753,SPEI_ENVIADO,6252.22,2026-05-22 02:26:22,0
TX-0014826,CLI-02301,SISTEMA,SPEI_RECIBIDO,541.39,2026-05-22 02:27:22,0
TX-0031222,CLI-04804,SISTEMA,SPEI_RECIBIDO,1880.02,2026-05-22 02:27:22,0
TX-0022723,CLI-03512,SISTEMA,SPEI_RECIBIDO,1516.74,2026-05-22 02:31:22,0
TX-0027332,CLI-04215,SISTEMA,SPEI_RECIBIDO,183.64,2026-05-22 02:32:22,0
TX-0012700,CLI-01960,SISTEMA,SPEI_RECIBIDO,20742.48,2026-05-22 02:35:22,0
TX-0007683,CLI-01180,SISTEMA,SPEI_RECIBIDO,40348.76,2026-05-22 02:35:22,0
TX-0010226,CLI-01572,SISTEMA,DEPOSITO_EFECTIVO,4818.4,2026-05-22 02:35:22,0
TX-0031540,CLI-04851,SISTEMA,COMPRA_TARJETA,5646.44,2026-05-22 02:36:22,0
TX-0016415,CLI-02543,SISTEMA,COMPRA_TARJETA,147.58,2026-05-22 02:37:22,0
TX-0013551,CLI-02101,CLI-04768,SPEI_ENVIADO,519.97,2026-05-22 02:37:22,0
TX-0023322,CLI-03604,SISTEMA,RETIRO_CAJERO,403.73,2026-05-22 02:38:22,0
TX-0026406,CLI-04068,SISTEMA,RETIRO_CAJERO,244.52,2026-05-22 02:38:22,0
TX-0005478,CLI-00841,SISTEMA,COMPRA_TARJETA,272.22,2026-05-22 02:39:22,0
TX-0000055,CLI-00008,SISTEMA,RETIRO_CAJERO,1520.34,2026-05-22 02:39:22,0
TX-0029810,CLI-04593,SISTEMA,COMPRA_TARJETA,11418.0,2026-05-22 02:44:22,0
TX-0001667,CLI-00251,CLI-02084,SPEI_ENVIADO,4252.84,2026-05-22 02:47:22,0
TX-0024616,CLI-03798,SISTEMA,DEPOSITO_EFECTIVO,28383.88,2026-05-22 02:48:22,0
TX-0005697,CLI-00874,SISTEMA,DEPOSITO_EFECTIVO,1045.72,2026-05-22 02:49:22,0
TX-0021919,CLI-03387,CLI-01814,SPEI_ENVIADO,3513.47,2026-05-22 02:50:22,0
TX-0000013,CLI-00002,SISTEMA,RETIRO_CAJERO,299.32,2026-05-22 03:01:22,0
TX-0015772,CLI-02441,SISTEMA,SPEI_RECIBIDO,3762.99,2026-05-22 03:02:22,0
TX-0020312,CLI-03149,SISTEMA,COMPRA_TARJETA,3933.58,2026-05-22 03:03:22,0
TX-0000298,CLI-00044,SISTEMA,SPEI_RECIBIDO,7847.72,2026-05-22 03:03:22,0
TX-0013086,CLI-02024,SISTEMA,DEPOSITO_EFECTIVO,145.29,2026-05-22 03:04:22,0
TX-0024921,CLI-03847,SISTEMA,RETIRO_CAJERO,2243.9,2026-05-22 03:07:22,0
TX-0009345,CLI-01435,SISTEMA,COMPRA_TARJETA,212.61,2026-05-22 03:07:22,0
TX-0024942,CLI-03850,SISTEMA,DEPOSITO_EFECTIVO,137.52,2026-05-22 03:10:22,0
TX-0001114,CLI-00168,SISTEMA,RETIRO_CAJERO,2012.04,2026-05-22 03:10:22,0
TX-0013556,CLI-02101,SISTEMA,COMPRA_TARJETA,802.58,2026-05-22 03:11:22,0
TX-0032227,CLI-04952,SISTEMA,SPEI_RECIBIDO,696.63,2026-05-22 03:11:22,0
TX-0003132,CLI-00476,CLI-00392,SPEI_ENVIADO,960.5,2026-05-22 03:11:22,0
TX-0006598,CLI-01018,SISTEMA,RETIRO_CAJERO,353.86,2026-05-22 03:12:22,0
TX-0006616,CLI-01020,SISTEMA,SPEI_RECIBIDO,5697.82,2026-05-22 03:12:22,0
TX-0030954,CLI-04763,SISTEMA,SPEI_RECIBIDO,194.71,2026-05-22 03:13:22,0
TX-0014818,CLI-02300,SISTEMA,SPEI_RECIBIDO,5051.1,2026-05-22 03:16:22,0
TX-0030685,CLI-04723,SISTEMA,DEPOSITO_EFECTIVO,1697.94,2026-05-22 03:18:22,0
TX-0007960,CLI-01225,CLI-02071,SPEI_ENVIADO,627.0,2026-05-22 03:19:22,0
TX-0003406,CLI-00516,CLI-01677,SPEI_ENVIADO,230.15,2026-05-22 03:20:22,0
TX-0016098,CLI-02489,CLI-00091,SPEI_ENVIADO,1256.84,2026-05-22 03:23:22,0
TX-0023955,CLI-03700,SISTEMA,DEPOSITO_EFECTIVO,1364.52,2026-05-22 03:24:22,0
TX-0020581,CLI-03189,CLI-02296,SPEI_ENVIADO,241.07,2026-05-22 03:27:22,0
TX-0000169,CLI-00025,SISTEMA,SPEI_RECIBIDO,2348.18,2026-05-22 03:28:22,0
TX-0014027,CLI-02172,SISTEMA,RETIRO_CAJERO,190.22,2026-05-22 03:28:22,0
TX-0002649,CLI-00401,SISTEMA,COMPRA_TARJETA,1323.52,2026-05-22 03:29:22,0
TX-0009367,CLI-01437,SISTEMA,RETIRO_CAJERO,670.23,2026-05-22 03:29:22,0
TX-0004371,CLI-00669,CLI-04122,SPEI_ENVIADO,586.44,2026-05-22 03:32:22,0
TX-0030033,CLI-04628,SISTEMA,COMPRA_TARJETA,3600.63,2026-05-22 03:33:22,0
TX-0002353,CLI-00357,SISTEMA,RETIRO_CAJERO,835.31,2026-05-22 03:37:22,0
TX-0029114,CLI-04483,SISTEMA,SPEI_RECIBIDO,2044.47,2026-05-22 03:38:22,0
TX-0004485,CLI-00685,SISTEMA,COMPRA_TARJETA,1904.94,2026-05-22 03:38:22,0
TX-0002752,CLI-00417,SISTEMA,DEPOSITO_EFECTIVO,12179.58,2026-05-22 03:39:22,0
TX-0030183,CLI-04650,SISTEMA,SPEI_RECIBIDO,612.75,2026-05-22 03:39:22,0
TX-0025554,CLI-03944,SISTEMA,DEPOSITO_EFECTIVO,3495.18,2026-05-22 03:40:22,0
TX-0013362,CLI-02069,SISTEMA,DEPOSITO_EFECTIVO,618.19,2026-05-22 03:43:22,0
TX-0030237,CLI-04659,CLI-01666,SPEI_ENVIADO,161.37,2026-05-22 03:45:22,0
TX-0005643,CLI-00867,CLI-02250,SPEI_ENVIADO,145.7,2026-05-22 03:48:22,0
TX-0007657,CLI-01177,SISTEMA,DEPOSITO_EFECTIVO,1110.22,2026-05-22 03:51:22,0
TX-0014352,CLI-02224,SISTEMA,COMPRA_TARJETA,881.15,2026-05-22 03:51:22,0
TX-0026104,CLI-04025,SISTEMA,COMPRA_TARJETA,340.68,2026-05-22 03:53:22,0
TX-0014677,CLI-02275,SISTEMA,DEPOSITO_EFECTIVO,1303.13,2026-05-22 03:56:22,0
TX-0008884,CLI-01365,SISTEMA,RETIRO_CAJERO,1016.89,2026-05-22 04:02:22,0
TX-0006536,CLI-01007,SISTEMA,COMPRA_TARJETA,2260.26,2026-05-22 04:04:22,0
TX-0024761,CLI-03822,SISTEMA,DEPOSITO_EFECTIVO,187.66,2026-05-22 04:05:22,0
TX-0013330,CLI-02063,SISTEMA,DEPOSITO_EFECTIVO,1166.16,2026-05-22 04:06:22,0
TX-0021738,CLI-03359,SISTEMA,DEPOSITO_EFECTIVO,4569.64,2026-05-22 04:07:22,0
TX-0014133,CLI-02187,SISTEMA,DEPOSITO_EFECTIVO,4109.99,2026-05-22 04:07:22,0
TX-0000543,CLI-00083,SISTEMA,COMPRA_TARJETA,35264.8,2026-05-22 04:07:22,0
TX-0005839,CLI-00897,SISTEMA,SPEI_RECIBIDO,13166.65,2026-05-22 04:11:22,0
TX-0014452,CLI-02240,CLI-03265,SPEI_ENVIADO,5150.99,2026-05-22 04:12:22,0
TX-0014343,CLI-02223,SISTEMA,RETIRO_CAJERO,12387.18,2026-05-22 04:12:22,0
TX-0010458,CLI-01605,SISTEMA,COMPRA_TARJETA,94.4,2026-05-22 04:13:22,0
TX-0020915,CLI-03238,SISTEMA,SPEI_RECIBIDO,865.04,2026-05-22 04:13:22,0
TX-0004136,CLI-00633,CLI-00872,SPEI_ENVIADO,47391.84,2026-05-22 04:14:22,0
TX-0014757,CLI-02290,SISTEMA,COMPRA_TARJETA,7702.02,2026-05-22 04:16:22,0
TX-0011769,CLI-01816,SISTEMA,SPEI_RECIBIDO,3033.61,2026-05-22 04:16:22,0
TX-0014052,CLI-02176,SISTEMA,DEPOSITO_EFECTIVO,4151.09,2026-05-22 04:16:22,0
TX-0026201,CLI-04036,SISTEMA,DEPOSITO_EFECTIVO,725.25,2026-05-22 04:17:22,0
TX-0027378,CLI-04221,SISTEMA,RETIRO_CAJERO,1407.96,2026-05-22 04:17:22,0
TX-0020974,CLI-03247,SISTEMA,SPEI_RECIBIDO,125.65,2026-05-22 04:19:22,0
TX-0027305,CLI-04210,CLI-04633,SPEI_ENVIADO,39810.99,2026-05-22 04:19:22,0
TX-0019083,CLI-02953,SISTEMA,RETIRO_CAJERO,187.56,2026-05-22 04:24:22,0
TX-0003822,CLI-00580,SISTEMA,RETIRO_CAJERO,427.97,2026-05-22 04:28:22,0
TX-0008982,CLI-01379,CLI-02711,SPEI_ENVIADO,49056.18,2026-05-22 04:28:22,0
TX-0023587,CLI-03644,SISTEMA,DEPOSITO_EFECTIVO,777.29,2026-05-22 04:31:22,0
TX-0021941,CLI-03390,SISTEMA,SPEI_RECIBIDO,878.97,2026-05-22 04:33:22,0
TX-0031315,CLI-04816,SISTEMA,COMPRA_TARJETA,10925.54,2026-05-22 04:34:22,0
TX-0020378,CLI-03157,SISTEMA,DEPOSITO_EFECTIVO,1918.97,2026-05-22 04:35:22,0
TX-0029498,CLI-04541,CLI-01925,SPEI_ENVIADO,8596.01,2026-05-22 04:35:22,0
TX-0014136,CLI-02188,SISTEMA,DEPOSITO_EFECTIVO,24384.48,2026-05-22 04:36:22,0
TX-0018876,CLI-02918,SISTEMA,DEPOSITO_EFECTIVO,508.53,2026-05-22 04:38:22,0
TX-0008174,CLI-01259,SISTEMA,COMPRA_TARJETA,449.99,2026-05-22 04:39:22,0
TX-0020691,CLI-03203,SISTEMA,RETIRO_CAJERO,10702.72,2026-05-22 04:44:22,0
TX-0016026,CLI-02478,SISTEMA,SPEI_RECIBIDO,15846.63,2026-05-22 04:44:22,0
TX-0018656,CLI-02886,SISTEMA,SPEI_RECIBIDO,1786.45,2026-05-22 04:46:22,0
TX-0030863,CLI-04750,SISTEMA,COMPRA_TARJETA,1561.4,2026-05-22 04:46:22,0
TX-0003652,CLI-00553,SISTEMA,DEPOSITO_EFECTIVO,597.62,2026-05-22 04:46:22,0
TX-0022819,CLI-03526,CLI-02838,SPEI_ENVIADO,41850.62,2026-05-22 04:49:22,0
TX-0010272,CLI-01579,SISTEMA,COMPRA_TARJETA,3554.87,2026-05-22 04:50:22,0
TX-0029720,CLI-04576,SISTEMA,DEPOSITO_EFECTIVO,6179.29,2026-05-22 04:50:22,0
TX-0012596,CLI-01944,SISTEMA,COMPRA_TARJETA,1164.98,2026-05-22 04:50:22,0
TX-0031117,CLI-04788,SISTEMA,SPEI_RECIBIDO,292.36,2026-05-22 04:51:22,0
TX-0027093,CLI-04176,SISTEMA,DEPOSITO_EFECTIVO,1151.27,2026-05-22 04:53:22,0
TX-0027844,CLI-04289,SISTEMA,SPEI_RECIBIDO,48717.37,2026-05-22 04:54:22,0
TX-0024758,CLI-03821,SISTEMA,SPEI_RECIBIDO,2804.83,2026-05-22 04:54:22,0
TX-0020278,CLI-03145,CLI-02954,SPEI_ENVIADO,611.37,2026-05-22 04:56:22,0
